Vaccination,ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered,Population,Danger Level
26605,1589846400,254,99,4027,352,0,39373,0
26606,1589846400,261,4,7505,640,3079,39135,0
26607,1589846400,264,29,149,2,144,11009,0
26608,1589846400,265,4,9257,1376,5617,44033,1
26609,1589846400,270,4,85481,15597,42593,45066,1
26610,1589846400,276,122,35038,2581,0,37794,0
26611,1589846400,280,27,45,0,44,0,0
26612,1589846400,285,99,66643,8894,0,43258,1
26613,1589846400,291,122,1741,73,0,28878,0
26614,1589846400,294,153,290,7,257,19574,0
26615,1589846400,296,4,6675,986,3561,43983,1
26616,1589846400,302,191,192,14,91,37696,0
26617,1589846400,303,122,41546,2081,0,32445,0
26618,1589846400,304,122,87925,5938,0,36901,0
26619,1589846400,308,191,1370,18,627,10724,0
26620,1589846400,309,197,754,20,700,21096,0
26621,1589846400,311,99,121,2,0,13790,0
26622,1589846400,316,122,52350,5017,0,40414,0
26623,1589846400,321,122,17029,757,0,29907,0
26624,1589846400,322,122,11704,554,0,31146,0
26625,1589846400,324,122,11393,631,0,34130,0
26626,1589846400,328,4,422,22,188,33149,0
26627,1589846400,329,122,471,16,0,25111,0
26628,1589846400,333,121,11,1,10,39810,0
26629,1589846400,341,99,1558,145,0,40109,0
26630,1589846400,351,99,5202,503,0,40527,0
26631,1589846400,353,122,10854,123,0,8960,0
26632,1589846400,356,122,7096,358,0,32569,0
26633,1589846400,358,153,120,0,120,0,0
26634,1589846400,359,191,18,0,18,0,0
26635,1589846400,360,122,3721,172,0,30646,0
26636,1589846400,361,122,149356,10587,0,37433,0
26637,1589846400,362,122,6192,276,0,29956,0
26638,1589846400,363,13,3081,47,2631,12664,0
26639,1589846400,364,122,352845,28558,0,38656,0
26640,1589846400,367,153,260,3,250,9149,0
26641,1589846400,369,197,11267,557,9900,32142,0
26642,1589846400,371,29,75,0,75,0,0
26643,1589846400,376,197,36485,1525,32400,28816,0
26644,1589846400,381,122,19239,693,0,26126,0
26645,1589846400,382,122,1994,45,0,18468,0
26646,1589846400,385,122,21,2,0,40360,0
26647,1589846400,386,13,29,0,27,0,0
26648,1589846400,387,153,5,0,5,0,0
26649,1589846400,389,153,1044,56,956,33601,0
26650,1589846400,399,122,28952,1720,0,35029,0
26651,1589846400,405,122,5489,293,0,33514,0
26652,1589846400,408,153,24755,2032,17898,38803,0
26653,1589846400,413,122,3726,140,0,26772,0
26654,1589846400,419,4,2587,291,1988,41987,1
26655,1589846400,420,4,4358,455,3699,41308,1
26656,1589846400,421,99,13409,1470,0,41796,1
26657,1589846400,427,122,67311,4628,0,37130,0
26658,1589846400,432,4,29727,3679,16413,42672,1
26659,1589846400,444,153,27,0,27,0,1
26660,1589846400,452,122,2805,124,0,29813,0
26661,1589846400,453,4,4396,473,1982,41607,1
26662,1589846400,458,29,18,0,18,0,1
26663,1589846400,459,153,44206,3648,12497,38852,0
26664,1589846400,461,13,1058,6,1040,3492,0
26665,1589846400,467,122,0,0,289392,0,0
26666,1589846400,469,191,446,0,354,0,0
26667,1589846400,470,197,6520,222,5879,25151,0
26668,1589846400,471,122,12951,532,0,28518,0
26669,1589846400,485,197,2712,160,2428,34934,0
26670,1589846400,486,197,5142,198,4560,27242,0
26671,1589846400,487,197,1680,54,1523,24262,0
26672,1589846400,491,191,6,0,6,0,0
26673,1589846400,493,191,1,0,1,0,0
26674,1589846400,518,4,1354,126,887,40104,0
26675,1589846400,519,153,599,7,470,9299,0
26676,1589846400,520,197,3002,128,2700,29201,0
26677,1589846400,526,29,308,3,303,7532,0
26678,1589846400,527,29,788,7,780,6731,0
26679,1589846400,528,29,666,7,641,8205,0
26680,1589846400,529,29,198,0,198,0,0
26681,1589846400,536,29,561,3,558,3163,0
26682,1589846400,537,4,3403,268,1611,38352,0
26683,1589846400,541,50,77,15,54,45154,1
26684,1589846400,549,13,439,4,435,6942,0
26685,1589846400,550,122,9056,399,0,29768,0
26686,1589846400,551,122,4085,46,0,8890,0
26687,1589846400,554,191,39,3,30,38157,0
26688,1589846400,574,13,228,13,195,34511,0
26689,1589846400,578,122,18412,305,0,13814,0
26690,1589846400,581,122,50552,1388,0,21744,0
26691,1589846400,582,197,2751,147,2300,33537,0
26692,1589846400,583,29,192,3,187,12995,0
26693,1589846400,584,29,1,0,1,0,0
26694,1589846400,594,4,9968,992,6653,40805,0
26695,1589846400,604,121,12,1,10,38931,0
26696,1589846400,616,4,1427,74,1287,33071,0
26697,1589846400,622,197,2048,0,173,0,0
26698,1589846400,622,99,0,0,150376,0,0
26699,1589846400,626,122,7518,88,0,9313,0
26700,1589846400,630,4,1175,143,983,42533,1
26701,1589846400,640,4,18997,1820,13423,40409,0
26702,1589846400,642,122,944,54,0,34545,0
26703,1589846400,644,13,1573,18,1454,9056,0
26704,1589846400,647,122,69,6,0,39321,0
26705,1589846400,649,122,32145,1042,0,24392,0
26706,1589846400,660,122,18811,1031,0,33933,0
26707,1589846400,666,122,1502,68,0,30271,0
26708,1589846400,670,13,557,9,545,13479,0
26709,1589846400,672,122,12885,467,0,26233,0
26710,1589846400,674,122,776,10,0,10460,0
26711,1589846400,675,29,76,3,73,27737,0
26712,1589846400,684,153,11,0,11,0,0
26713,1589846400,685,29,185,2,183,8448,0
26714,1589846400,692,29,1268,1,1267,172,0
26715,1589932800,112,112,8145,187,930,18751,0
26716,1589932800,112,146,964,31,758,24266,0
26717,1589932800,112,157,7542,568,3968,38018,0
26718,1589932800,112,168,762,51,639,36765,0
26719,1589932800,112,179,52,3,17,34662,0
26720,1589932800,112,190,25,3,19,42390,1
26721,1589932800,112,201,9283,403,2933,29539,0
26722,1589932800,112,212,5271,67,2419,10259,0
26723,1589932800,112,24,16353,633,14882,27351,0
26724,1589932800,112,35,3631,43,2253,9427,0
26725,1589932800,112,46,97,11,43,42043,1
26726,1589932800,112,68,7888,12,3568,494,0
26727,1589932800,112,79,26738,386,5207,11948,0
26728,1589932800,112,90,90,7,70,38225,0
26729,1589932800,112,101,32426,179,11415,3340,0
26730,1589932800,112,113,55983,9150,14847,44688,1
26731,1589932800,112,124,18,2,16,41895,1
26732,1589932800,112,135,130,2,57,12770,0
26733,1589932800,112,139,21,0,5,0,0
26734,1589932800,112,140,4919,199,553,28205,0
26735,1589932800,112,141,2338,136,1557,34759,0
26736,1589932800,112,142,25,1,17,27997,0
26737,1589932800,112,144,141,1,136,4870,0
26738,1589932800,112,145,2292,116,684,32624,0
26739,1589932800,112,147,809,52,661,36220,0
26740,1589932800,112,148,199,6,108,23301,0
26741,1589932800,112,149,42,1,20,19366,0
26742,1589932800,112,150,349,3,85,6474,0
26743,1589932800,112,151,122,0,122,0,0
26744,1589932800,112,152,3733,146,1595,27582,0
26745,1589932800,112,156,418,0,18,0,0
26746,1589932800,112,158,565,57,177,40940,1
26747,1589932800,112,161,17687,630,4256,25928,0
26748,1589932800,112,162,34,1,8,22962,0
26749,1589932800,112,163,420,15,132,25974,0
26750,1589932800,112,164,1731,61,302,25735,0
26751,1589932800,112,165,897,10,582,8774,0
26752,1589932800,112,166,2234,96,1978,29343,0
26753,1589932800,112,167,1900,79,1573,28740,0
26754,1589932800,112,170,922,17,516,15367,0
26755,1589932800,112,171,8721,304,5830,25541,0
26756,1589932800,112,172,11117,554,9536,32333,0
26757,1589932800,112,173,712,13,651,15179,0
26758,1589932800,112,174,1828,9,1052,2730,0
26759,1589932800,112,175,16,0,16,0,0
26760,1589932800,112,176,13477,446,7142,24711,0
26761,1589932800,112,178,34854,2888,3557,38883,0
26762,1589932800,112,180,14229,680,3994,31393,0
26763,1589932800,112,181,1571,31,537,16482,0
26764,1589932800,112,182,890,7,22,5727,0
26765,1589932800,112,183,39,0,39,0,0
26766,1589932800,112,184,1794,64,956,25959,0
26767,1589932800,112,185,217,2,97,7045,0
26768,1589932800,112,186,389,5,122,10423,0
26769,1589932800,112,188,18,0,15,0,0
26770,1589932800,112,189,6443,304,4800,31082,0
26771,1589932800,112,191,179069,28084,61713,44463,1
26772,1589932800,112,193,1567,12,365,5463,0
26773,1589932800,112,194,24,1,13,28772,0
26774,1589932800,112,196,713,12,475,14047,0
26775,1589932800,112,198,6269,31,1898,2744,0
26776,1589932800,112,200,2850,166,1374,34785,0
26777,1589932800,112,203,22,0,17,0,0
26778,1589932800,112,206,2265,45,159,16571,0
26779,1589932800,112,208,2863,18,1525,4108,0
26780,1589932800,112,209,1089,6,42,3327,0
26781,1589932800,112,210,125,10,47,38504,0
26782,1589932800,112,211,596,22,21,26505,0
26783,1589932800,112,213,12,0,2,0,0
26784,1589932800,112,214,2955,147,349,32290,0
26785,1589932800,112,216,3598,470,1454,43118,1
26786,1589932800,112,217,1803,10,1789,3367,0
26787,1589932800,112,218,112028,3434,45422,23524,0
26788,1589932800,112,219,19189,1242,4575,36303,0
26789,1589932800,112,220,126949,7183,98808,34423,0
26790,1589932800,112,221,3724,134,2438,26105,0
26791,1589932800,112,222,24315,1571,21060,36284,0
26792,1589932800,112,3,16667,279,13504,13969,0
26793,1589932800,112,5,2231,29,1083,10573,0
26794,1589932800,112,6,529,9,171,14186,0
26795,1589932800,112,7,16367,768,11564,30941,0
26796,1589932800,112,9,672,9,446,10985,0
26797,1589932800,112,10,6969,35,3734,2827,0
26798,1589932800,112,11,1029,50,366,31763,0
26799,1589932800,112,12,989,29,769,22910,0
26800,1589932800,112,14,17568,124,4885,4842,0
26801,1589932800,112,15,1270,14,910,8644,0
26802,1589932800,112,16,19,0,14,0,0
26803,1589932800,112,17,1016,21,694,17080,0
26804,1589932800,112,18,961,26,251,21453,0
26805,1589932800,112,19,1,0,0,0,0
26806,1589932800,112,20,238,23,128,40522,0
26807,1589932800,112,21,69,3,35,29562,0
26808,1589932800,112,22,82,1,55,9790,0
26809,1589932800,112,23,1577,60,1049,26988,0
26810,1589932800,112,25,3971,109,3728,21738,0
26811,1589932800,112,26,9,2,0,45316,1
26812,1589932800,112,28,371,2,131,3207,0
26813,1589932800,112,30,71,3,27,29041,0
26814,1589932800,112,31,7009,114,5706,13567,0
26815,1589932800,112,32,1186,4,91,1451,0
26816,1589932800,112,33,931,55,543,34954,0
26817,1589932800,112,34,584,6,465,8008,0
26818,1589932800,112,37,141,4,7,22410,0
26819,1589932800,112,38,332,10,322,23286,0
26820,1589932800,112,41,6553,228,2953,25503,0
26821,1589932800,112,42,97,4,90,28590,0
26822,1589932800,112,43,140,0,26,0,0
26823,1589932800,112,44,324,9,312,21959,0
26824,1589932800,112,45,7133,194,4098,21560,0
26825,1589932800,112,47,156,0,48,0,0
26826,1589932800,112,48,16,0,14,0,0
26827,1589932800,112,49,427,2,45,2493,0
26828,1589932800,112,50,44447,5748,0,43024,1
26829,1589932800,112,51,1503,21,1452,11494,0
26830,1589932800,112,52,254,17,199,36765,0
26831,1589932800,112,53,920,58,738,35907,0
26832,1589932800,112,54,6677,200,1840,23202,0
26833,1589932800,112,56,1858,110,1367,34983,0
26834,1589932800,112,58,8281,234,32,22332,0
26835,1589932800,112,59,6043,30,1661,2767,0
26836,1589932800,112,61,45898,985,13101,17685,0
26837,1589932800,112,63,9977,287,6194,22620,0
26838,1589932800,112,64,8,0,8,0,0
26839,1589932800,112,65,833,11,242,10796,0
26840,1589932800,112,66,104020,3024,41968,22796,0
26841,1589932800,112,67,13221,842,2932,36081,0
26842,1589932800,112,69,19739,962,8183,31831,0
26843,1589932800,112,70,29660,1263,6452,29176,0
26844,1589932800,112,72,37097,16,6600,2,0
26845,1589932800,112,76,17387,1147,10356,36544,0
26846,1589932800,112,77,308705,2972,85392,7441,0
26847,1589932800,112,78,314,0,216,0,0
26848,1589932800,112,81,15,0,15,0,0
26849,1589932800,112,82,18,0,18,0,0
26850,1589932800,112,83,18,0,14,0,0
26851,1589932800,112,84,656,41,220,35763,0
26852,1589932800,112,85,251,8,4,24110,0
26853,1589932800,112,86,62545,339,33478,3233,0
26854,1589932800,112,87,2714,30,1186,8682,0
26855,1589932800,112,88,10833,235,5067,17864,0
26856,1589932800,112,89,11,0,11,0,0
26857,1589932800,112,91,570,34,205,35069,0
26858,1589932800,112,92,29364,22,11207,145,0
26859,1589932800,112,93,1496,28,1231,15643,0
26860,1589932800,112,94,1468,105,1340,37508,0
26861,1589932800,112,95,1573,61,188,27399,0
26862,1589932800,112,96,18003,339,8950,15755,0
26863,1589932800,112,97,11122,264,10135,19323,0
26864,1589932800,112,98,290,4,4,11324,0
26865,1589932800,112,100,1028,9,584,6619,0
26866,1589932800,112,103,2728,111,286,28327,0
26867,1589932800,112,104,11,1,9,39810,0
26868,1589932800,112,105,31523,3831,4971,42524,1
26869,1589932800,112,106,30658,1892,27800,35540,0
26870,1589932800,112,107,58,3,36,33028,0
26871,1589932800,112,108,440,7,398,13267,0
26872,1589932800,112,109,2140,41,470,16049,0
26873,1589932800,112,110,509,21,183,28598,0
26874,1589932800,112,111,3034,56,2888,15386,0
26875,1589932800,112,116,24,0,24,0,0
26876,1589932800,112,117,340,12,110,25757,0
26877,1589932800,112,118,116,8,107,37167,0
26878,1589932800,112,119,1045,47,862,30148,0
26879,1589932800,112,120,152587,4222,113987,21885,0
26880,1589932800,112,121,248293,35704,0,43787,1
26881,1589932800,112,123,264,0,65,0,1
26882,1589932800,112,125,19230,564,5955,22915,0
26883,1589932800,112,126,26004,233,11809,6796,0
26884,1589932800,112,127,746,20,588,21284,0
26885,1589932800,112,128,2939,13,2372,2250,0
26886,1589932800,112,130,824,10,262,9726,0
26887,1589932800,112,131,324,0,263,0,0
26888,1589932800,112,132,398,2,346,2830,0
26889,1589932800,112,133,6,0,6,0,0
26890,1589932800,112,134,184,30,5,44678,1
26891,1589932800,112,136,832,7,197,6318,0
26892,1589932800,112,137,48,4,18,38931,0
26893,1589932800,223,4,3205,389,1499,42505,1
26894,1589932800,334,143,2817,76,0,21401,0
26895,1589932800,556,40,558,21,384,26799,0
26896,1589932800,713,122,13052,522,0,27994,0
26897,1589932800,2,143,4437,251,0,34417,0
26898,1589932800,24,122,401,10,0,20091,0
26899,1589932800,35,153,6735,128,5637,15903,0
26900,1589932800,68,143,4549,142,0,23775,0
26901,1589932800,79,143,23704,1561,0,36528,0
26902,1589932800,124,99,12502,1371,0,41798,1
26903,1589932800,157,121,3,0,3,0,1
26904,1589932800,168,29,991,6,985,3870,0
26905,1589932800,190,160,1731,17,0,7601,0
26906,1589932800,224,99,5551,843,0,44188,1
26907,1589932800,246,160,1680,44,0,20879,0
26908,1589932800,268,160,424,7,0,13764,0
26909,1589932800,279,122,14906,747,0,32455,0
26910,1589932800,290,122,5003,107,0,17620,0
26911,1589932800,312,50,101,3,95,23091,0
26912,1589932800,368,99,2374,304,0,42920,1
26913,1589932800,379,160,163,0,0,0,1
26914,1589932800,401,13,107,3,104,22146,0
26915,1589932800,423,160,8,0,0,0,0
26916,1589932800,446,197,34130,1679,30600,32022,0
26917,1589932800,457,143,11197,362,0,24351,0
26918,1589932800,468,40,3603,606,2536,44806,1
26919,1589932800,479,40,476,28,397,34904,0
26920,1589932800,490,99,2018,221,0,41788,1
26921,1589932800,523,4,393,27,293,37121,0
26922,1589932800,545,197,46084,2353,40750,32791,0
26923,1589932800,557,29,593,9,578,12600,0
26924,1589932800,623,197,6552,186,5959,22423,0
26925,1589932800,634,121,125,9,80,37580,0
26926,1589932800,656,160,1224,9,0,5135,0
26927,1589932800,690,50,6,0,6,0,0
26928,1589932800,697,197,3211,166,2900,33018,0
26929,1589932800,698,197,1276,38,1000,23125,0
26930,1589932800,699,153,2467,149,2005,35231,0
26931,1589932800,700,121,8,1,6,42744,1
26932,1589932800,705,99,10949,1378,0,42797,1
26933,1589932800,707,4,1156,96,707,38906,0
26934,1589932800,710,122,85997,3497,0,28310,0
26935,1589932800,712,4,4714,401,2871,39114,0
26936,1589932800,714,40,328,48,205,43903,1
26937,1589932800,715,99,2300,155,0,36865,0
26938,1589932800,716,99,2277,209,0,39951,0
26939,1589932800,721,99,16739,2913,0,44931,1
26940,1589932800,722,99,18586,1960,0,41432,1
26941,1589932800,723,99,55888,6021,0,41619,1
26942,1589932800,4,121,111,1,55,6837,0
26943,1589932800,5,143,30560,1900,0,35664,0
26944,1589932800,7,99,119,4,0,24951,0
26945,1589932800,9,121,558,45,492,38614,0
26946,1589932800,21,40,808,53,420,36463,0
26947,1589932800,26,40,1014,208,693,45216,1
26948,1589932800,28,29,579,6,573,8082,0
26949,1589932800,31,40,15844,1618,11208,41047,1
26950,1589932800,34,40,749,59,564,38356,0
26951,1589932800,37,40,83,10,39,42430,1
26952,1589932800,39,122,22797,1299,0,34508,0
26953,1589932800,40,122,39017,3529,0,39758,0
26954,1589932800,43,160,263,2,0,5404,0
26955,1589932800,49,50,16,1,14,35763,0
26956,1589932800,58,122,8194,310,0,26885,0
26957,1589932800,63,153,1,1,0,45453,1
26958,1589932800,63,122,49,0,0,0,1
26959,1589932800,64,122,7551,407,0,33675,0
26960,1589932800,65,143,5161,77,0,12369,0
26961,1589932800,73,40,189,20,116,41470,1
26962,1589932800,77,4,27364,4008,18258,43911,1
26963,1589932800,80,143,8092,341,0,28987,0
26964,1589932800,82,99,3040,504,0,44747,1
26965,1589932800,86,121,13,0,13,0,1
26966,1589932800,87,172,187,0,187,0,1
26967,1589932800,92,122,47471,2096,0,29802,0
26968,1589932800,96,191,237,1,136,2091,0
26969,1589932800,97,191,60,0,60,0,0
26970,1589932800,100,4,3209,322,2291,40883,1
26971,1589932800,103,29,356,1,355,1118,0
26972,1589932800,108,99,9067,607,0,36770,0
26973,1589932800,109,29,139,2,137,11910,0
26974,1589932800,114,122,39801,1697,0,29200,0
26975,1589932800,115,121,149,0,145,0,0
26976,1589932800,119,143,1978,78,0,27722,0
26977,1589932800,122,153,13,0,13,0,0
26978,1589932800,122,122,103,3,0,22823,0
26979,1589932800,126,172,11,0,11,0,0
26980,1589932800,128,191,155,13,109,39001,0
26981,1589932800,130,122,154,5,0,24420,0
26982,1589932800,131,40,821,80,481,40611,0
26983,1589932800,132,29,1590,8,1579,2837,0
26984,1589932800,133,29,254,2,252,5741,0
26985,1589932800,136,40,927,136,572,43923,1
26986,1589932800,137,29,147,2,145,11178,0
26987,1589932800,140,29,169,6,162,25870,0
26988,1589932800,142,197,5045,236,4600,30891,0
26989,1589932800,148,122,643,17,0,21041,0
26990,1589932800,149,29,328,6,322,15214,0
26991,1589932800,150,29,945,13,932,11282,0
26992,1589932800,151,29,1276,22,1254,14362,0
26993,1589932800,153,197,9483,446,8200,30998,0
26994,1589932800,154,40,1034,180,493,44937,1
26995,1589932800,160,215,1055,4,1025,1720,0
26996,1589932800,164,29,68135,4512,63616,36604,0
26997,1589932800,169,29,1019,4,1015,1840,0
26998,1589932800,173,122,2506,77,0,23559,0
26999,1589932800,174,122,100418,4525,0,30180,0
27000,1589932800,175,122,29274,1864,0,36075,0
27001,1589932800,177,29,216,1,196,2444,0
27002,1589932800,178,122,15620,393,0,20261,0
27003,1589932800,183,121,336,24,302,37501,0
27004,1589932800,188,40,967,95,593,40690,0
27005,1589932800,198,29,653,0,653,0,0
27006,1589932800,199,29,937,1,936,314,0
27007,1589932800,200,29,151,2,123,10836,0
27008,1589932800,216,122,8507,202,0,19333,0
27009,1589932800,221,122,8167,376,0,30560,0
27010,1589932800,254,99,4033,353,0,39388,0
27011,1589932800,261,4,7533,647,3100,39200,0
27012,1589932800,264,29,149,2,144,11009,0
27013,1589932800,265,4,9289,1386,5725,44051,1
27014,1589932800,270,4,85775,15662,43442,45068,1
27015,1589932800,274,160,666,12,0,14975,0
27016,1589932800,275,160,247,6,0,19662,0
27017,1589932800,276,122,35316,2608,0,37826,0
27018,1589932800,280,27,45,0,44,0,0
27019,1589932800,285,99,66860,8912,0,43247,1
27020,1589932800,287,160,977,18,0,15349,0
27021,1589932800,291,122,1819,73,0,28066,0
27022,1589932800,294,153,290,7,260,19574,0
27023,1589932800,295,143,15114,634,0,28883,0
27024,1589932800,296,4,6677,987,3716,43991,1
27025,1589932800,302,191,192,14,91,37696,0
27026,1589932800,303,122,42323,2123,0,32478,0
27027,1589932800,304,122,88970,6066,0,37032,0
27028,1589932800,305,143,1054,32,0,23384,0
27029,1589932800,306,143,693,17,0,19801,0
27030,1589932800,307,160,680,14,0,17017,0
27031,1589932800,308,191,1475,19,894,10452,0
27032,1589932800,309,197,763,20,700,20889,0
27033,1589932800,311,99,121,2,0,13790,0
27034,1589932800,314,160,41179,348,0,6352,0
27035,1589932800,315,40,9346,563,7365,35195,0
27036,1589932800,316,122,53009,5060,0,40376,0
27037,1589932800,317,40,1094,97,665,39550,0
27038,1589932800,320,143,5286,177,0,24893,0
27039,1589932800,321,122,17670,786,0,29916,0
27040,1589932800,322,122,11967,570,0,31309,0
27041,1589932800,324,122,11528,640,0,34163,0
27042,1589932800,328,4,422,22,202,33149,0
27043,1589932800,329,122,478,16,0,24886,0
27044,1589932800,333,121,11,1,10,39810,0
27045,1589932800,338,40,1115,205,675,45077,1
27046,1589932800,341,99,1560,148,0,40331,0
27047,1589932800,351,99,5136,503,0,40665,0
27048,1589932800,352,40,349,37,207,41490,1
27049,1589932800,353,122,11122,138,0,9986,0
27050,1589932800,356,122,7388,377,0,32779,0
27051,1589932800,358,153,120,0,120,0,0
27052,1589932800,359,191,18,0,18,0,0
27053,1589932800,360,122,3868,190,0,31996,0
27054,1589932800,361,122,150776,10749,0,37483,0
27055,1589932800,362,122,6317,283,0,30068,0
27056,1589932800,363,13,3082,47,2648,12658,0
27057,1589932800,364,122,354370,28636,0,38641,0
27058,1589932800,367,153,260,3,253,9149,0
27059,1589932800,369,197,11328,565,10000,32355,0
27060,1589932800,371,29,75,0,75,0,0
27061,1589932800,376,197,36766,1537,32700,28821,0
27062,1589932800,381,122,20262,726,0,26029,0
27063,1589932800,382,122,2095,49,0,19067,0
27064,1589932800,385,122,21,2,0,40360,0
27065,1589932800,386,13,29,0,29,0,0
27066,1589932800,387,153,5,0,5,0,0
27067,1589932800,389,153,1045,57,956,33854,0
27068,1589932800,393,160,1011,21,0,17160,0
27069,1589932800,394,40,1016,56,617,34027,0
27070,1589932800,395,160,455,7,0,12770,0
27071,1589932800,396,40,743,84,331,42021,1
27072,1589932800,399,122,29436,1781,0,35255,0
27073,1589932800,405,122,5532,299,0,33713,0
27074,1589932800,408,153,25197,2079,18190,38851,0
27075,1589932800,413,122,3801,144,0,26910,0
27076,1589932800,419,4,2587,291,2024,41987,1
27077,1589932800,420,4,4368,455,3787,41263,1
27078,1589932800,421,99,13435,1480,0,41831,1
27079,1589932800,422,143,18135,1633,0,39702,0
27080,1589932800,424,143,5838,230,0,27711,0
27081,1589932800,425,143,2616,137,0,33218,0
27082,1589932800,427,122,68126,4770,0,37317,0
27083,1589932800,430,143,22560,1834,0,38710,0
27084,1589932800,431,143,2637,87,0,24682,0
27085,1589932800,432,4,29885,3718,17016,42707,1
27086,1589932800,444,153,27,0,27,0,1
27087,1589932800,451,40,1702,231,1038,43373,1
27088,1589932800,452,122,2866,125,0,29606,0
27089,1589932800,453,4,4407,478,2027,41685,1
27090,1589932800,458,29,18,0,18,0,1
27091,1589932800,459,153,44784,3719,12822,38905,0
27092,1589932800,461,13,1058,6,1040,3492,0
27093,1589932800,462,40,544,58,213,41529,1
27094,1589932800,464,40,1392,271,923,45153,1
27095,1589932800,467,122,0,0,294312,0,1
27096,1589932800,469,191,447,1,411,808,0
27097,1589932800,470,197,6539,222,5914,25099,0
27098,1589932800,471,122,13356,538,0,28134,0
27099,1589932800,472,143,3796,170,0,30057,0
27100,1589932800,473,143,4973,161,0,24367,0
27101,1589932800,474,143,30372,3237,0,41525,1
27102,1589932800,481,143,2499,90,0,26121,0
27103,1589932800,482,143,2067,64,0,23650,0
27104,1589932800,485,197,2713,162,2433,35079,0
27105,1589932800,486,197,5173,200,4590,27332,0
27106,1589932800,487,197,1690,54,1542,24153,0
27107,1589932800,491,191,6,0,6,0,0
27108,1589932800,493,191,1,0,1,0,0
27109,1589932800,504,40,524,24,310,30459,0
27110,1589932800,507,143,5499,94,0,14251,0
27111,1589932800,514,143,69859,5363,0,38143,0
27112,1589932800,518,4,1355,126,898,40093,0
27113,1589932800,519,153,620,7,494,8918,0
27114,1589932800,520,197,3014,131,2700,29558,0
27115,1589932800,524,143,4277,69,0,13456,0
27116,1589932800,526,29,308,3,303,7532,0
27117,1589932800,527,29,788,7,780,6731,0
27118,1589932800,528,29,666,7,641,8205,0
27119,1589932800,529,29,198,0,198,0,0
27120,1589932800,536,29,561,3,558,3163,0
27121,1589932800,537,4,3411,268,1620,38324,0
27122,1589932800,539,40,2161,326,1476,44150,1
27123,1589932800,541,50,77,15,54,45154,1
27124,1589932800,547,40,1020,49,712,31515,0
27125,1589932800,549,13,439,4,435,6942,0
27126,1589932800,550,122,9175,407,0,29868,0
27127,1589932800,551,122,4177,46,0,8631,0
27128,1589932800,554,191,40,3,33,37982,0
27129,1589932800,566,40,2716,346,1695,42879,1
27130,1589932800,570,40,1077,74,765,37123,0
27131,1589932800,573,160,1139,4,0,1536,0
27132,1589932800,574,13,228,13,196,34511,0
27133,1589932800,578,122,18412,305,0,13814,0
27134,1589932800,581,122,51673,1426,0,21838,0
27135,1589932800,582,197,2770,149,2340,33644,0
27136,1589932800,583,29,192,3,187,12995,0
27137,1589932800,584,29,1,0,1,0,0
27138,1589932800,585,40,650,109,335,44792,1
27139,1589932800,586,143,1809,42,0,18966,0
27140,1589932800,594,4,9982,998,6867,40849,0
27141,1589932800,604,121,12,1,10,38931,0
27142,1589932800,616,4,1427,74,1287,33071,0
27143,1589932800,622,143,0,0,116683,0,0
27144,1589932800,622,160,0,0,22504,0,0
27145,1589932800,622,197,1936,0,38,0,0
27146,1589932800,622,99,0,0,150376,0,0
27147,1589932800,626,122,7710,90,0,9284,0
27148,1589932800,630,4,1175,143,986,42533,1
27149,1589932800,632,160,1770,35,0,16508,0
27150,1589932800,640,4,19030,1832,13666,40465,0
27151,1589932800,641,40,2288,274,1460,42371,1
27152,1589932800,642,122,944,54,0,34545,0
27153,1589932800,644,13,1581,18,1473,9010,0
27154,1589932800,647,122,69,6,0,39321,0
27155,1589932800,649,122,32908,1075,0,24531,0
27156,1589932800,660,122,18971,1037,0,33887,0
27157,1589932800,666,122,1567,69,0,29756,0
27158,1589932800,670,13,557,9,545,13479,0
27159,1589932800,672,122,13413,481,0,26049,0
27160,1589932800,674,122,787,11,0,11504,0
27161,1589932800,675,29,76,3,73,27737,0
27162,1589932800,683,40,1244,97,797,38257,0
27163,1589932800,684,153,11,0,11,0,0
27164,1589932800,685,29,185,2,183,8448,0
27165,1589932800,687,40,212,27,134,42878,1
27166,1589932800,692,29,1268,1,1267,172,0
27167,1590019200,112,112,8676,193,938,18235,0
27168,1590019200,112,146,969,31,771,24178,0
27169,1590019200,112,157,7728,575,4062,37898,0
27170,1590019200,112,168,762,51,639,36765,0
27171,1590019200,112,179,58,3,17,33028,0
27172,1590019200,112,190,25,3,19,42390,1
27173,1590019200,112,201,9931,416,3032,28864,0
27174,1590019200,112,212,5606,70,2581,10049,0
27175,1590019200,112,24,16404,633,14951,27287,0
27176,1590019200,112,35,3749,44,2340,9344,0
27177,1590019200,112,46,97,11,44,42043,1
27178,1590019200,112,68,8174,12,3873,465,0
27179,1590019200,112,79,28511,408,5602,11835,0
27180,1590019200,112,90,90,7,70,38225,0
27181,1590019200,112,101,33371,185,12057,3364,0
27182,1590019200,112,113,56235,9186,14988,44684,1
27183,1590019200,112,124,18,2,16,41895,1
27184,1590019200,112,135,135,3,61,18222,0
27185,1590019200,112,139,21,0,6,0,0
27186,1590019200,112,140,5187,215,561,28685,0
27187,1590019200,112,141,2350,140,1596,35055,0
27188,1590019200,112,142,29,1,19,25351,0
